,title,location1,location2,location3,area,orientation,room_type,price
10703,整租·嘉盛宁和园 3室2厅 东南,安宁区,海关,嘉盛宁和园,146.00㎡,东南,3室2厅1卫,3000
10704,整租·宁苑小区 2室2厅 南/北,安宁区,师大,宁苑小区,142.00㎡,南 北,2室2厅2卫,2800
10705,整租·新康花园 2室2厅 南,安宁区,海关,新康花园,103.00㎡,南,2室2厅1卫,2400
10706,整租·实创现代城 2室2厅 南/北,安宁区,安宁庭院,实创现代城,102.00㎡,南 北,2室2厅1卫,2800
10707,整租·诗怡苑 2室1厅 南,安宁区,幸福巷,诗怡苑,88.00㎡,南,2室1厅1卫,1500
10708,整租·胶带厂家属院 2室1厅 南/北,安宁区,费家营,胶带厂家属院,68.23㎡,南 北,2室1厅1卫,1500
10709,整租·文鑫 时代星空 4室2厅 南/北,安宁区,海关,文鑫 时代星空,211.72㎡,南 北,4室2厅3卫,5500
10710,整租·众邦金水湾 4室2厅 东/南/北,安宁区,海关,众邦金水湾,186.88㎡,东 南 北,4室2厅2卫,3500
10711,整租·电校住宅小区 2室1厅 南,安宁区,费家营,电校住宅小区,56.00㎡,南,2室1厅1卫,1300
10712,整租·好居名苑 2室2厅 南/北,安宁区,费家营,好居名苑,92.00㎡,南 北,2室2厅1卫,2200
10713,整租·中海兰庭 1室1厅 东南/西南/西北,安宁区,安宁高新区,中海兰庭,41.76㎡,东南 西南 西北,1室1厅1卫,1500
10714,整租·濱河壹号 3室2厅 南/北,安宁区,莫高大道,濱河壹号,146.00㎡,南 北,3室2厅1卫,3500
10715,整租·安宁区教育局家属院 2室1厅 东/西,安宁区,费家营,安宁区教育局家属院,71.00㎡,东 西,2室1厅1卫,2000
10716,整租·西北师大北校区教师公寓楼 3室1厅 南/北,安宁区,师大,西北师大北校区教师公寓楼,68.00㎡,南 北,3室1厅1卫,1800
10717,整租·瑜景公寓 1室0厅 南,安宁区,沙井驿街道,瑜景公寓,60.00㎡,南,1室0厅1卫,1800
10718,整租·长风东苑小区 2室2厅 东/西,安宁区,安宁高新区,长风东苑小区,93.43㎡,东 西,2室2厅1卫,1900
10719,整租·惠宝幸福佳苑 2室2厅 南,安宁区,安宁庭院,惠宝幸福佳苑,90.00㎡,南,2室2厅1卫,2400
10720,整租·实创现代城 2室1厅 西北,安宁区,安宁庭院,实创现代城,63.00㎡,西北,2室1厅1卫,2200
10721,整租·兰州市国资物业第二十九佳园西区 2室1厅 南/北,安宁区,沙井驿街道,兰州市国资物业第二十九佳园西区,96.00㎡,南 北,2室1厅1卫,1600
10722,整租·立达·俊园 2室1厅 南/北,安宁区,沙井驿街道,立达·俊园,93.00㎡,南 北,2室1厅1卫,1500
10723,整租·兰机新区南区 2室1厅 南/北,安宁区,安宁高新区,兰机新区南区,98.00㎡,南 北,2室1厅1卫,1500
10724,整租·长风机器厂家属院 1室1厅 南/北,安宁区,安宁高新区,长风机器厂家属院,56.00㎡,南 北,1室1厅1卫,1200
10725,整租·农行家属院 2室2厅 南/北,安宁区,费家营,农行家属院,100.00㎡,南 北,2室2厅2卫,2000
10726,整租·永新华世界湾 3室2厅 南/北,安宁区,海关,永新华世界湾,138.00㎡,南 北,3室2厅2卫,3500
10727,整租·电校住宅小区 1室1厅 南/北,安宁区,费家营,电校住宅小区,50.00㎡,南 北,1室1厅1卫,1300
10728,整租·安宁区政府家属院 2室2厅 南/北,安宁区,费家营,安宁区政府家属院,89.00㎡,南 北,2室2厅1卫,1900
10729,整租·甘肃政法学院家属院 2室2厅 南/北,安宁区,交大,甘肃政法学院家属院,108.00㎡,南 北,2室2厅1卫,2700
10730,整租·瑞南·紫郡A区 2室1厅 南/西,安宁区,师大,瑞南·紫郡A区,92.00㎡,南 西,2室1厅1卫,2400
10731,整租·宁苑小区 2室2厅 南/北,安宁区,师大,宁苑小区,142.00㎡,南 北,2室2厅2卫,2800
10732,整租·飞控仪器总厂家属院中区 1室2厅 东南,安宁区,费家营,飞控仪器总厂家属院中区,71.55㎡,东南,1室2厅1卫,1600
10733,整租·荣安居 3室1厅 南/北,安宁区,安宁高新区,荣安居,107.00㎡,南 北,3室1厅1卫,2400
10734,整租·众邦金水湾1号院 3室2厅 南/西/北,安宁区,海关,众邦金水湾1号院,147.00㎡,南 西 北,3室2厅2卫,3000
10735,整租·电校住宅小区 2室1厅 南/北,安宁区,费家营,电校住宅小区,56.50㎡,南 北,2室1厅1卫,1400
10736,整租·濱河壹号 3室2厅 南/北,安宁区,莫高大道,濱河壹号,123.00㎡,南 北,3室2厅1卫,2600
10737,整租·万科璞悦澜岸 3室2厅 南/北,安宁区,莫高大道,万科璞悦澜岸,125.00㎡,南 北,3室2厅2卫,2600
10738,整租·华泰佳苑 2室2厅 东,安宁区,安宁庭院,华泰佳苑,92.00㎡,东,2室2厅1卫,2200
10739,整租·瑞南·紫郡A区 2室2厅 南,安宁区,师大,瑞南·紫郡A区,90.00㎡,南,2室2厅1卫,2200
10740,整租·文化巷小区 2室1厅 南,安宁区,安宁庭院,文化巷小区,48.00㎡,南,2室1厅1卫,1400
10741,整租·嘉盛宁和园 3室2厅 东南,安宁区,海关,嘉盛宁和园,146.00㎡,东南,3室2厅1卫,3000
10742,整租·交大桃海花园 3室2厅 南/北,安宁区,海关,交大桃海花园,132.00㎡,南 北,3室2厅1卫,2600
10743,整租·梧桐苑 3室2厅 南/北,安宁区,莫高大道,梧桐苑,136.00㎡,南 北,3室2厅2卫,2900
10744,整租·实创现代城 2室2厅 南/北,安宁区,安宁庭院,实创现代城,102.00㎡,南 北,2室2厅1卫,2800
10745,整租·诗怡苑 2室1厅 南,安宁区,幸福巷,诗怡苑,88.00㎡,南,2室1厅1卫,1500
10746,整租·胶带厂家属院 2室1厅 南/北,安宁区,费家营,胶带厂家属院,68.23㎡,南 北,2室1厅1卫,1500
10747,整租·文鑫 时代星空 4室2厅 南/北,安宁区,海关,文鑫 时代星空,211.72㎡,南 北,4室2厅3卫,5500
10748,整租·众邦金水湾 4室2厅 东/南/北,安宁区,海关,众邦金水湾,186.88㎡,东 南 北,4室2厅2卫,3500
10749,整租·电校住宅小区 2室1厅 南,安宁区,费家营,电校住宅小区,56.00㎡,南,2室1厅1卫,1300
10750,整租·甘肃省社会科学院 3室2厅 南/北,安宁区,师大,甘肃省社会科学院,130.00㎡,南 北,3室2厅2卫,2900
10751,整租·中海兰庭 2室1厅 东南/西南/西北,安宁区,安宁高新区,中海兰庭,62.55㎡,东南 西南 西北,2室1厅1卫,2000
10752,整租·中汇广场 1室1厅 南,安宁区,海关,中汇广场,60.00㎡,南,1室1厅2卫,2800
10753,整租·濱河壹号 3室2厅 南/北,安宁区,莫高大道,濱河壹号,146.00㎡,南 北,3室2厅1卫,3500
10754,整租·安宁区教育局家属院 2室1厅 东/西,安宁区,费家营,安宁区教育局家属院,71.00㎡,东 西,2室1厅1卫,2000
10755,整租·西北师大北校区教师公寓楼 3室1厅 南/北,安宁区,师大,西北师大北校区教师公寓楼,68.00㎡,南 北,3室1厅1卫,1800
10756,整租·蓝星花园 2室2厅 南/北,安宁区,安宁庭院,蓝星花园,81.00㎡,南 北,2室2厅1卫,2000
10757,整租·长风东苑小区 2室0厅 南/北,安宁区,安宁高新区,长风东苑小区,41.00㎡,南 北,2室0厅1卫,1100
10758,整租·邮电局家属楼 2室1厅 南/北,安宁区,费家营,邮电局家属楼,70.00㎡,南 北,2室1厅1卫,1600
10759,整租·西港星汇国际 3室2厅 南/北,安宁区,海关,西港星汇国际,124.73㎡,南 北,3室2厅2卫,1600
10760,整租·实创现代城 3室2厅 南/北,安宁区,安宁庭院,实创现代城,124.00㎡,南 北,3室2厅1卫,3000
10761,整租·飞天世纪新城 2室2厅 东/北,安宁区,海关,飞天世纪新城,88.60㎡,东 北,2室2厅1卫,2300
10762,整租·宁苑小区 2室1厅 西北,安宁区,师大,宁苑小区,80.00㎡,西北,2室1厅1卫,1600
10763,整租·兰州国资物业第三佳园 2室1厅 南,安宁区,交大,兰州国资物业第三佳园,100.00㎡,南,2室1厅1卫,2000
10764,整租·康桥国际 2室2厅 东,安宁区,交大,康桥国际,85.00㎡,东,2室2厅1卫,1600
10765,整租·学府美苑 2室2厅 西南,安宁区,费家营,学府美苑,96.40㎡,西南,2室2厅1卫,2500
10766,整租·陽光怡园 3室2厅 南/北,安宁区,海关,陽光怡园,136.00㎡,南 北,3室2厅1卫,2650
10767,整租·飞控仪器总厂家属院中区 1室1厅 南,安宁区,费家营,飞控仪器总厂家属院中区,35.00㎡,南,1室1厅1卫,1300
10768,整租·金華苑 2室2厅 南,安宁区,安宁高新区,金華苑,95.00㎡,南,2室2厅1卫,2000
10769,整租·飞控仪器总厂家属院中区 2室2厅 南/北,安宁区,费家营,飞控仪器总厂家属院中区,86.00㎡,南 北,2室2厅1卫,2000
10770,整租·中海兰庭 1室1厅 南,安宁区,安宁高新区,中海兰庭,48.00㎡,南,1室1厅1卫,1500
10771,整租·新厦水岸天成 3室1厅 南/北,安宁区,十里店,新厦水岸天成,95.41㎡,南 北,3室1厅1卫,2700
10772,整租·安宁庭院 2室2厅 南,安宁区,十里店,安宁庭院,113.00㎡,南,2室2厅1卫,2800
10773,整租·乾昌·水榭华庭 4室2厅 南/北,安宁区,海关,乾昌·水榭华庭,150.00㎡,南 北,4室2厅2卫,3500
10774,整租·省五建小区 1室1厅 南,安宁区,安宁高新区,省五建小区,77.70㎡,南,1室1厅1卫,1700
10775,整租·中海·河山郡 3室2厅 南,安宁区,莫高大道,中海·河山郡,93.00㎡,南,3室2厅1卫,2200
10776,整租·中海兰庭 1室1厅 北,安宁区,安宁高新区,中海兰庭,41.00㎡,北,1室1厅1卫,1600
10777,整租·培黎小区 3室2厅 南/北,安宁区,十里店,培黎小区,140.00㎡,南 北,3室2厅1卫,2900
10778,整租·制配厂家属院 2室1厅 南/北,安宁区,安宁庭院,制配厂家属院,89.00㎡,南 北,2室1厅1卫,2200
10779,整租·科教城東苑 4室2厅 复式 南/北,安宁区,交大,科教城東苑,210.00㎡,南 北,4室2厅2卫,5000
10780,整租·计量局家属院 2室1厅 南/北,安宁区,十里店,计量局家属院,60.00㎡,南 北,2室1厅1卫,1200
10781,整租·又一城尚座 4室2厅 南/北,安宁区,师大,又一城尚座,250.22㎡,南 北,4室2厅2卫,6000
10782,整租·东兴铝业兰州生活小区西区 2室1厅 南,安宁区,师大,东兴铝业兰州生活小区西区,94.00㎡,南,2室1厅1卫,1900
10783,整租·安宁馨苑 3室1厅 东南/南/北,安宁区,师大,安宁馨苑,127.00㎡,东南 南 北,3室1厅1卫,2600
10784,整租·幸福家园(安宁区) 1室1厅 南,安宁区,莫高大道,幸福家园(安宁区),67.00㎡,南,1室1厅1卫,7000
10785,整租·康桥国际 2室1厅 南,安宁区,交大,康桥国际,50.00㎡,南,2室1厅1卫,2100
10786,整租·安宁粮油有限责任公司住宅楼 2室1厅 南/北,安宁区,十里店,安宁粮油有限责任公司住宅楼,101.00㎡,南 北,2室1厅1卫,2100
10787,整租·陽光怡园 2室1厅 南,安宁区,海关,陽光怡园,91.00㎡,南,2室1厅1卫,2500
10788,整租·北区委家属院 2室1厅 南/北,安宁区,费家营,北区委家属院,90.00㎡,南 北,2室1厅1卫,2000
10789,整租·众邦金水湾1号院 2室2厅 南,安宁区,海关,众邦金水湾1号院,111.00㎡,南,2室2厅1卫,2400
10790,整租·东兴铝业兰州生活小区西区 2室1厅 东/西,安宁区,师大,东兴铝业兰州生活小区西区,80.00㎡,东 西,2室1厅1卫,1700
10791,整租·金華苑 2室1厅 南/北,安宁区,安宁高新区,金華苑,85.00㎡,南 北,2室1厅1卫,1650
10792,整租·幸福家园(安宁区) 3室2厅 南/北,安宁区,莫高大道,幸福家园(安宁区),120.00㎡,南 北,3室2厅1卫,2000
10793,整租·安宁西路395附4号 9室3厅 南/北,安宁区,海关,安宁西路395附4号,1000.00㎡,南 北,9室3厅3卫,35000
10794,整租·中海·河山郡 3室2厅 南,安宁区,莫高大道,中海·河山郡,94.00㎡,南,3室2厅1卫,2500
10795,整租·甘肃农业大学家属院 3室2厅 南,安宁区,海关,甘肃农业大学家属院,111.00㎡,南,3室2厅1卫,2700
10796,整租·科教城東苑 2室2厅 南/北,安宁区,交大,科教城東苑,120.00㎡,南 北,2室2厅1卫,2400
10797,整租·科教城西苑 3室2厅 南/北,安宁区,交大,科教城西苑,128.00㎡,南 北,3室2厅2卫,2700
10798,整租·陽光怡园 3室2厅 南/北,安宁区,海关,陽光怡园,134.53㎡,南 北,3室2厅2卫,3900
10799,整租·安宁区政府家属院 2室2厅 南/北,安宁区,费家营,安宁区政府家属院,90.00㎡,南 北,2室2厅1卫,2000
10800,整租·甘肃东兴铝业兰州生活小区东区 2室1厅 南/北,安宁区,师大,甘肃东兴铝业兰州生活小区东区,62.00㎡,南 北,2室1厅1卫,1500
10801,整租·东兴铝业兰州生活小区西区 2室1厅 南/北,安宁区,师大,东兴铝业兰州生活小区西区,78.00㎡,南 北,2室1厅1卫,1800
10802,整租·长新小区 2室1厅 东/西,安宁区,交大,长新小区,73.00㎡,东 西,2室1厅1卫,1800
10803,整租·中海凯旋门 3室2厅 南/北,安宁区,海关,中海凯旋门,100.00㎡,南 北,3室2厅1卫,2800
10804,整租·兰州国资物业第三佳园 2室2厅 南/西,安宁区,交大,兰州国资物业第三佳园,93.00㎡,南 西,2室2厅1卫,1850
10805,整租·中海凯旋门 3室2厅 南/北,安宁区,海关,中海凯旋门,121.00㎡,南 北,3室2厅2卫,3600
10806,整租·兰州市国资物业第二十九佳园(东区) 1室2厅 南,安宁区,沙井驿街道,兰州市国资物业第二十九佳园(东区),54.00㎡,南,1室2厅1卫,1400
10807,整租·怡源小区 1室1厅 南,安宁区,海关,怡源小区,60.00㎡,南,1室1厅1卫,1700
10808,整租·雁京.罗马花园 3室2厅 南/北,安宁区,海关,雁京.罗马花园,178.00㎡,南 北,3室2厅2卫,3700
10809,整租·倚能黄河家园 2室2厅 南,安宁区,安宁庭院,倚能黄河家园,106.66㎡,南,2室2厅1卫,3000
10810,整租·康桥国际 2室1厅 西,安宁区,交大,康桥国际,76.00㎡,西,2室1厅1卫,2600
10811,整租·西固热电三区 2室2厅 南/北,安宁区,海关,西固热电三区,83.00㎡,南 北,2室2厅1卫,2100
10812,整租·兰州市安宁区深沟石化厂小区 3室1厅 东南/西,安宁区,十里店,兰州市安宁区深沟石化厂小区,130.00㎡,东南 西,3室1厅2卫,2300
10813,整租·梧桐苑 3室2厅 南/北,安宁区,莫高大道,梧桐苑,136.00㎡,南 北,3室2厅2卫,2900
10814,整租·陽光怡园 3室2厅 南/北,安宁区,海关,陽光怡园,135.00㎡,南 北,3室2厅1卫,3500
10815,整租·甘肃火电工程公司安宁小区 3室2厅 南/北,安宁区,海关,甘肃火电工程公司安宁小区,111.00㎡,南 北,3室2厅1卫,2000
10816,整租·培黎小区 3室2厅 南/北,安宁区,十里店,培黎小区,156.00㎡,南 北,3室2厅2卫,4000
10817,整租·飞控仪器总厂家属院东区 2室1厅 南/北,安宁区,费家营,飞控仪器总厂家属院东区,58.03㎡,南 北,2室1厅1卫,1500
10818,整租·大聖花园 3室2厅 南/北,安宁区,费家营,大聖花园,115.00㎡,南 北,3室2厅1卫,2500
10819,整租·孔家崖街道康居小区西区 2室2厅 南/北,安宁区,海关,孔家崖街道康居小区西区,115.00㎡,南 北,2室2厅1卫,2300
10820,整租·电校住宅小区 2室2厅 南/北,安宁区,费家营,电校住宅小区,70.00㎡,南 北,2室2厅1卫,1500
10821,整租·煤炭公司家属院 2室2厅 南/北,安宁区,海关,煤炭公司家属院,75.00㎡,南 北,2室2厅1卫,2000
10822,整租·兰州国资物业第三佳园 2室2厅 南,安宁区,交大,兰州国资物业第三佳园,94.00㎡,南,2室2厅1卫,1700
10823,整租·永新华世界湾 3室1厅 南/北,安宁区,海关,永新华世界湾,134.43㎡,南 北,3室1厅2卫,3500
10824,整租·万里厂家属院东村 2室1厅 南/北,安宁区,费家营,万里厂家属院东村,87.00㎡,南 北,2室1厅1卫,1800
10825,整租·新华怡苑 2室1厅 南/北,安宁区,十里店,新华怡苑,90.00㎡,南 北,2室1厅1卫,2200
10826,整租·兰州紧固件厂家属院 2室2厅 南/北,安宁区,师大,兰州紧固件厂家属院,90.00㎡,南 北,2室2厅1卫,1750
10827,整租·倚能黄河家园 2室2厅 南/北,安宁区,安宁庭院,倚能黄河家园,111.71㎡,南 北,2室2厅1卫,3500
10828,整租·实创现代城 3室1厅 南/北,安宁区,安宁庭院,实创现代城,126.00㎡,南 北,3室1厅1卫,5300
10829,整租·飞控仪器总厂家属院中区 1室1厅 北,安宁区,费家营,飞控仪器总厂家属院中区,35.00㎡,北,1室1厅1卫,900
10830,整租·中集幸福里 2室2厅 南,安宁区,莫高大道,中集幸福里,96.00㎡,南,2室2厅1卫,2400
10831,整租·经济开发区小区 2室2厅 南/北,安宁区,海关,经济开发区小区,100.00㎡,南 北,2室2厅1卫,2100
10832,整租·诗怡苑 3室2厅 南,安宁区,幸福巷,诗怡苑,120.00㎡,南,3室2厅2卫,2000
10833,整租·中和山水興城 2室2厅 南,安宁区,海关,中和山水興城,95.00㎡,南,2室2厅1卫,2500
10834,整租·山坪子小区 2室2厅 北,安宁区,十里店,山坪子小区,100.00㎡,北,2室2厅1卫,1800
10835,整租·乾昌·水榭华庭 2室1厅 东,安宁区,海关,乾昌·水榭华庭,84.00㎡,东,2室1厅1卫,2500
10836,整租·西北师大北校区教师公寓楼 3室2厅 南/北,安宁区,师大,西北师大北校区教师公寓楼,110.00㎡,南 北,3室2厅1卫,2400
10837,整租·陽光怡园 3室2厅 南,安宁区,海关,陽光怡园,142.00㎡,南,3室2厅2卫,3000
10838,整租·安宁庭院 2室2厅 南/北,安宁区,十里店,安宁庭院,118.00㎡,南 北,2室2厅1卫,3000
10839,整租·雁京.罗马花园 3室2厅 东南,安宁区,海关,雁京.罗马花园,167.00㎡,东南,3室2厅2卫,2800
10840,整租·朝阳小区 2室2厅 东/西,安宁区,十里店,朝阳小区,80.00㎡,东 西,2室2厅1卫,1500
10841,整租·康桥国际 1室1厅 东,安宁区,交大,康桥国际,40.15㎡,东,1室1厅1卫,2000
10842,整租·费家营环卫局家属院 3室2厅 东,安宁区,费家营,费家营环卫局家属院,100.00㎡,东,3室2厅1卫,1900
10843,整租·飞天世纪新城 2室1厅 南,安宁区,海关,飞天世纪新城,99.80㎡,南,2室1厅1卫,2600
10844,整租·新康花园 2室2厅 南,安宁区,海关,新康花园,103.00㎡,南,2室2厅1卫,2400
10845,整租·实创现代城 2室2厅 南/北,安宁区,安宁庭院,实创现代城,102.00㎡,南 北,2室2厅1卫,2800
10846,整租·甘肃省安宁公路路政执法管理所家属院 2室2厅 南,安宁区,海关,甘肃省安宁公路路政执法管理所家属院,147.00㎡,南,2室2厅1卫,3000
10847,整租·中和教育世家 1室2厅 南,安宁区,安宁庭院,中和教育世家,66.00㎡,南,1室2厅1卫,2000
10848,整租·长风机器厂家属院 2室1厅 南,安宁区,安宁高新区,长风机器厂家属院,49.00㎡,南,2室1厅1卫,1200
10849,整租·兰州国资物业第三佳园 2室2厅 南/北,安宁区,交大,兰州国资物业第三佳园,94.00㎡,南 北,2室2厅1卫,2500
10850,整租·诗怡苑 4室2厅 南/北,安宁区,幸福巷,诗怡苑,140.00㎡,南 北,4室2厅2卫,4000
10851,整租·实创现代城 3室2厅 西南,安宁区,安宁庭院,实创现代城,139.00㎡,西南,3室2厅2卫,5000
10852,国家电网甘肃省培训中心福利家属院 3室2厅 南/北,安宁区,海关,国家电网甘肃省培训中心福利家属院,120.00㎡,南 北,3室2厅1卫,2500
10853,中汇广场 1室1厅 南,安宁区,海关,中汇广场,60.00㎡,南,1室1厅1卫,2600
10854,北岸公馆 3室2厅 西南,安宁区,安宁庭院,北岸公馆,140.00㎡,西南,3室2厅2卫,2800
10855,整租·山坪子小区 2室2厅 南,安宁区,十里店,山坪子小区,94.00㎡,南,2室2厅1卫,1900
10856,整租·长风东苑小区 2室2厅 南/北,安宁区,安宁高新区,长风东苑小区,96.00㎡,南 北,2室2厅1卫,2000
10857,整租·金河丽园 3室2厅 南/北,安宁区,交大,金河丽园,121.00㎡,南 北,3室2厅1卫,2900
10858,整租·制配厂家属院 2室1厅 东北,安宁区,安宁庭院,制配厂家属院,95.00㎡,东北,2室1厅1卫,1200
10859,整租·平安地·尚宁庄 3室2厅 南,安宁区,安宁高新区,平安地·尚宁庄,250.00㎡,南,3室2厅2卫,4000
10860,整租·国家电网甘肃省培训中心福利家属院 2室1厅 南/北,安宁区,海关,国家电网甘肃省培训中心福利家属院,120.00㎡,南 北,2室1厅1卫,2100
10861,整租·中集幸福里 3室2厅 南,安宁区,莫高大道,中集幸福里,95.00㎡,南,3室2厅1卫,3000
10862,整租·远达·锦绣半岛 3室2厅 南/北,安宁区,十里店,远达·锦绣半岛,163.00㎡,南 北,3室2厅2卫,2800
10863,整租·科教城東苑 4室2厅 南,安宁区,交大,科教城東苑,162.00㎡,南,4室2厅2卫,4000
10864,整租·大聖花园 2室2厅 东/西,安宁区,费家营,大聖花园,87.00㎡,东 西,2室2厅1卫,1700
10865,整租·飞控仪器总厂家属院东区 2室1厅 东,安宁区,费家营,飞控仪器总厂家属院东区,60.00㎡,东,2室1厅1卫,1400
10866,整租·雁京.罗马花园 3室2厅 南/北,安宁区,海关,雁京.罗马花园,146.00㎡,南 北,3室2厅2卫,2600
10867,整租·兰州紧固件厂家属院 3室2厅 南/北,安宁区,师大,兰州紧固件厂家属院,110.00㎡,南 北,3室2厅1卫,2600
10868,整租·天居锦河丹堤 5室2厅 复式 南/北,安宁区,海关,天居锦河丹堤,248.00㎡,南 北,5室2厅4卫,6500
10869,整租·安宁区政府家属院 3室2厅 南/北,安宁区,费家营,安宁区政府家属院,140.00㎡,南 北,3室2厅2卫,3100
10870,整租·保利金香槟 3室2厅 南/北,安宁区,莫高大道,保利金香槟,130.00㎡,南 北,3室2厅2卫,2950
10871,整租·甘肃电力科学研究院住宅小区 3室2厅 东/南,安宁区,海关,甘肃电力科学研究院住宅小区,162.28㎡,东 南,3室2厅2卫,3600
10872,整租·西北师大北校区教师公寓楼 3室2厅 南/北,安宁区,师大,西北师大北校区教师公寓楼,72.00㎡,南 北,3室2厅1卫,1400
10873,整租·永新华世界湾 7室4厅 南/北,安宁区,海关,永新华世界湾,350.00㎡,南 北,7室4厅4卫,12000
10874,整租·电校住宅小区 2室1厅 南,安宁区,费家营,电校住宅小区,42.84㎡,南,2室1厅1卫,1300
10875,整租·桃海宾馆职工住宅小区 2室2厅 南/北,安宁区,刘家堡,桃海宾馆职工住宅小区,110.00㎡,南 北,2室2厅1卫,2300
10876,整租·天居锦河丹堤 2室1厅 南,安宁区,海关,天居锦河丹堤,82.00㎡,南,2室1厅1卫,2300
10877,整租·安宁粮油有限责任公司住宅楼 2室1厅 南/北,安宁区,十里店,安宁粮油有限责任公司住宅楼,101.00㎡,南 北,2室1厅1卫,2100
10878,整租·陽光怡园 2室1厅 南,安宁区,海关,陽光怡园,91.00㎡,南,2室1厅1卫,2500
10879,整租·北区委家属院 2室1厅 南/北,安宁区,费家营,北区委家属院,90.00㎡,南 北,2室1厅1卫,2000
10880,整租·众邦金水湾1号院 2室2厅 南,安宁区,海关,众邦金水湾1号院,111.00㎡,南,2室2厅1卫,2400
10881,整租·东兴铝业兰州生活小区西区 2室1厅 东/西,安宁区,师大,东兴铝业兰州生活小区西区,80.00㎡,东 西,2室1厅1卫,1700
10882,整租·金華苑 2室1厅 南/北,安宁区,安宁高新区,金華苑,85.00㎡,南 北,2室1厅1卫,1650
10883,整租·幸福家园(安宁区) 3室2厅 南/北,安宁区,莫高大道,幸福家园(安宁区),120.00㎡,南 北,3室2厅1卫,2000
10884,整租·安宁西路395附4号 9室3厅 南/北,安宁区,海关,安宁西路395附4号,1000.00㎡,南 北,9室3厅3卫,35000
10885,整租·中海·河山郡 3室2厅 南,安宁区,莫高大道,中海·河山郡,94.00㎡,南,3室2厅1卫,2500
10886,整租·甘肃农业大学家属院 3室2厅 南,安宁区,海关,甘肃农业大学家属院,111.00㎡,南,3室2厅1卫,2700
10887,整租·科教城東苑 2室2厅 南/北,安宁区,交大,科教城東苑,120.00㎡,南 北,2室2厅1卫,2400
10888,整租·科教城西苑 3室2厅 南/北,安宁区,交大,科教城西苑,128.00㎡,南 北,3室2厅2卫,2700
10889,整租·陽光怡园 3室2厅 南/北,安宁区,海关,陽光怡园,134.53㎡,南 北,3室2厅2卫,3900
10890,整租·安宁区政府家属院 2室2厅 南/北,安宁区,费家营,安宁区政府家属院,90.00㎡,南 北,2室2厅1卫,2000
10891,整租·甘肃东兴铝业兰州生活小区东区 2室1厅 南/北,安宁区,师大,甘肃东兴铝业兰州生活小区东区,62.00㎡,南 北,2室1厅1卫,1500
10892,整租·东兴铝业兰州生活小区西区 2室1厅 南/北,安宁区,师大,东兴铝业兰州生活小区西区,78.00㎡,南 北,2室1厅1卫,1800
10893,整租·长新小区 2室1厅 东/西,安宁区,交大,长新小区,73.00㎡,东 西,2室1厅1卫,1800
10894,整租·中海凯旋门 3室2厅 南/北,安宁区,海关,中海凯旋门,100.00㎡,南 北,3室2厅1卫,2800
10895,整租·兰州国资物业第三佳园 2室2厅 南/西,安宁区,交大,兰州国资物业第三佳园,93.00㎡,南 西,2室2厅1卫,1850
10896,整租·中海凯旋门 3室2厅 南/北,安宁区,海关,中海凯旋门,121.00㎡,南 北,3室2厅2卫,3600
10897,整租·兰州市国资物业第二十九佳园(东区) 1室2厅 南,安宁区,沙井驿街道,兰州市国资物业第二十九佳园(东区),54.00㎡,南,1室2厅1卫,1400
10898,整租·怡源小区 1室1厅 南,安宁区,海关,怡源小区,60.00㎡,南,1室1厅1卫,1700
10899,整租·雁京.罗马花园 3室2厅 南/北,安宁区,海关,雁京.罗马花园,178.00㎡,南 北,3室2厅2卫,3700
10900,整租·倚能黄河家园 2室2厅 南,安宁区,安宁庭院,倚能黄河家园,106.66㎡,南,2室2厅1卫,3000
10901,整租·康桥国际 2室1厅 西,安宁区,交大,康桥国际,76.00㎡,西,2室1厅1卫,2600
10902,整租·西固热电三区 2室2厅 南/北,安宁区,海关,西固热电三区,83.00㎡,南 北,2室2厅1卫,2100
10903,整租·兰州市安宁区深沟石化厂小区 3室1厅 东南/西,安宁区,十里店,兰州市安宁区深沟石化厂小区,130.00㎡,东南 西,3室1厅2卫,2300
10904,整租·万里厂家属院东村 2室1厅 南/北,安宁区,费家营,万里厂家属院东村,87.00㎡,南 北,2室1厅1卫,1800
10905,整租·新华怡苑 2室1厅 南/北,安宁区,十里店,新华怡苑,90.00㎡,南 北,2室1厅1卫,2200
10906,整租·核工业八0三电厂安宁小区 2室1厅 南/北,安宁区,海关,核工业八0三电厂安宁小区,93.00㎡,南 北,2室1厅1卫,2100
10907,整租·实创现代城 2室2厅 东,安宁区,安宁庭院,实创现代城,112.00㎡,东,2室2厅2卫,2800
10908,整租·金華苑 2室2厅 南/北,安宁区,安宁高新区,金華苑,98.00㎡,南 北,2室2厅1卫,2500
10909,整租·长风东苑小区 2室1厅 南/北,安宁区,安宁高新区,长风东苑小区,105.00㎡,南 北,2室1厅1卫,2000
10910,整租·刘家峡水电厂兰州生活小区西区 2室2厅 南/北,安宁区,海关,刘家峡水电厂兰州生活小区西区,95.00㎡,南 北,2室2厅2卫,2000
10911,整租·万里小区西区 2室1厅 南,安宁区,费家营,万里小区西区,79.00㎡,南,2室1厅1卫,1700
10912,整租·众邦金水湾1号院 2室1厅 南,安宁区,海关,众邦金水湾1号院,80.58㎡,南,2室1厅1卫,2500
10913,整租·永丰嘉园 2室1厅 南,安宁区,安宁庭院,永丰嘉园,80.00㎡,南,2室1厅1卫,1700
