,Unnamed: 0,title,location1,location2,location3,area,orientation,room_type,price
12614,12614,整租·天庆国际新城 3室2厅 南/北,西固区,深沟桥,天庆国际新城,115.00㎡,南 北,3室2厅1卫,2400
12615,12615,整租·宏达铝业二区 2室1厅 南/北,西固区,西固城,宏达铝业二区,70.00㎡,南 北,2室1厅1卫,1200
12616,12616,整租·兰铝二区 2室1厅 南/北,西固区,西固城,兰铝二区,60.00㎡,南 北,2室1厅1卫,1200
12617,12617,整租·新乐花园 2室1厅 南/北,西固区,西固城,新乐花园,68.00㎡,南 北,2室1厅1卫,1300
12618,12618,整租·泓安国际广场 2室2厅 南/北,西固区,西固城,泓安国际广场,97.00㎡,南 北,2室2厅1卫,1500
12619,12619,整租·南山小区 2室1厅 南/北,西固区,西固城,南山小区,48.00㎡,南 北,2室1厅1卫,800
12620,12620,整租·南山小区 2室1厅 南,西固区,西固城,南山小区,44.00㎡,南,2室1厅1卫,1200
12621,12621,整租·福临小区 2室2厅 东南,西固区,西固城,福临小区,105.00㎡,东南,2室2厅1卫,2000
12622,12622,整租·中石化五建公司家属院 1室1厅 南,西固区,西固城,中石化五建公司家属院,41.31㎡,南,1室1厅1卫,1000
12623,12623,整租·怡安小区(西固区) 2室1厅 东/西,西固区,西固城,怡安小区(西固区),87.00㎡,东 西,2室1厅1卫,1100
12624,12624,整租·五建西固小区西区 1室1厅 东/西,西固区,西固城,五建西固小区西区,43.00㎡,东 西,1室1厅1卫,1000
12625,12625,整租·东苑小区 2室1厅 南/北,西固区,西固城,东苑小区,42.00㎡,南 北,2室1厅1卫,1200
12626,12626,整租·化工街小区西区 2室0厅 南/北,西固区,西固城,化工街小区西区,36.00㎡,南 北,2室0厅1卫,750
12627,12627,整租·雅新小区 2室1厅 南/北,西固区,西固城,雅新小区,89.00㎡,南 北,2室1厅1卫,1400
12628,12628,整租·西固人家 2室2厅 南/北,西固区,西固城,西固人家,93.00㎡,南 北,2室2厅1卫,1800
12629,12629,整租·西固文化馆家属楼 2室1厅 南,西固区,西固城,西固文化馆家属楼,67.00㎡,南,2室1厅1卫,1200
12630,12630,整租·泓安国际广场 2室1厅 南,西固区,西固城,泓安国际广场,67.00㎡,南,2室1厅1卫,1000
12631,12631,整租·一安中路小区 1室1厅 南/北,西固区,兰炼十字,一安中路小区,64.78㎡,南 北,1室1厅1卫,1000
12632,12632,整租·亚太名居 2室1厅 西/北,西固区,兰炼十字,亚太名居,62.88㎡,西 北,2室1厅1卫,1000
12633,12633,整租·兰州高压阀门厂家属院(西固中路) 2室1厅 南/北,西固区,西固城,兰州高压阀门厂家属院(西固中路),65.00㎡,南 北,2室1厅1卫,1200
12634,12634,整租·蛋品库甲区 2室1厅 东/西,西固区,西固城,蛋品库甲区,56.00㎡,东 西,2室1厅1卫,1200
12635,12635,整租·西固北街25号 2室1厅 西,西固区,西固城,西固北街25号,77.92㎡,西,2室1厅1卫,1000
12636,12636,整租·一安中路小区 2室1厅 南/北,西固区,兰炼十字,一安中路小区,52.00㎡,南 北,2室1厅1卫,900
12637,12637,整租·五建西固小区东区 2室2厅 南/北,西固区,西固城,五建西固小区东区,85.97㎡,南 北,2室2厅1卫,1400
12638,12638,整租·临洮街小区 2室1厅 南,西固区,西固城,临洮街小区,56.00㎡,南,2室1厅1卫,1300
12639,12639,整租·西固花园 3室1厅 南/北,西固区,西固城,西固花园,92.00㎡,南 北,3室1厅1卫,1200
12640,12640,整租·石化四街西区 2室1厅 东/西,西固区,天鹅湖,石化四街西区,90.00㎡,东 西,2室1厅1卫,1600
12641,12641,整租·兰棉家属院 2室1厅 南,西固区,西固城,兰棉家属院,44.00㎡,南,2室1厅1卫,1100
12642,12642,整租·25号街区 2室1厅 南/北,西固区,西固城,25号街区,46.00㎡,南 北,2室1厅1卫,1000
12643,12643,整租·天庆国际新城 2室2厅 南,西固区,深沟桥,天庆国际新城,96.00㎡,南,2室2厅1卫,1500
12644,12644,整租·经纬城 2室2厅 南/北,西固区,西固城,经纬城,97.08㎡,南 北,2室2厅1卫,1000
12645,12645,整租·天庆国际新城 2室1厅 南,西固区,深沟桥,天庆国际新城,91.00㎡,南,2室1厅1卫,2500
12646,12646,整租·重邦康城 3室2厅 南,西固区,西固城,重邦康城,124.00㎡,南,3室2厅1卫,1800
12647,12647,整租·省建一安公司家属院 3室0厅 南/北,西固区,西固城,省建一安公司家属院,58.00㎡,南 北,3室0厅2卫,1100
12651,12651,整租·幸福小区 2室1厅 南,西固区,西固城,幸福小区,40.00㎡,南,2室1厅1卫,1300
12652,12652,整租·南山小区 2室1厅 南/北,西固区,西固城,南山小区,60.00㎡,南 北,2室1厅1卫,1200
12653,12653,整租·东城小区 2室1厅 南,西固区,深沟桥,东城小区,82.00㎡,南,2室1厅1卫,1800
12654,12654,整租·康乐家园 2室2厅 南/北,西固区,西固城,康乐家园,93.00㎡,南 北,2室2厅1卫,1500
12655,12655,整租·兰西铁苑 3室1厅 南/北,西固区,西固城,兰西铁苑,120.00㎡,南 北,3室1厅2卫,2200
12656,12656,整租·西固北街42号 2室1厅 南,西固区,西固城,西固北街42号,90.00㎡,南,2室1厅1卫,1000
12657,12657,整租·十五街区 2室1厅 西,西固区,西固城,十五街区,109.00㎡,西,2室1厅1卫,2200
12658,12658,整租·中鹏温馨花园 3室2厅 南/北,西固区,西固城,中鹏温馨花园,145.00㎡,南 北,3室2厅1卫,2000
12659,12659,整租·凯地华丽世家 2室1厅 南/北,西固区,西固城,凯地华丽世家,80.00㎡,南 北,2室1厅1卫,1400
12660,12660,整租·糖酒小区 2室2厅 东/西,西固区,西固城,糖酒小区,100.00㎡,东 西,2室2厅1卫,1200
12661,12661,整租·石化四街西区 3室1厅 东,西固区,天鹅湖,石化四街西区,114.00㎡,东,3室1厅1卫,2000
12662,12662,整租·银泰逸翠园 2室2厅 南/北,西固区,深沟桥,银泰逸翠园,80.00㎡,南 北,2室2厅1卫,2200
12663,12663,整租·福临小区 2室1厅 南/北,西固区,西固城,福临小区,60.00㎡,南 北,2室1厅1卫,900
12664,12664,整租·兰州高压阀门厂家属院 2室2厅 东/西,西固区,兰炼十字,兰州高压阀门厂家属院,90.05㎡,东 西,2室2厅1卫,1500
12665,12665,整租·安厦家园 3室1厅 西/北,西固区,西固城,安厦家园,94.00㎡,西 北,3室1厅1卫,2000
12666,12666,整租·西固区交警大队家属院 3室2厅 南/北,西固区,西固城,西固区交警大队家属院,160.00㎡,南 北,3室2厅2卫,1800
12667,12667,整租·西固区交警大队家属院 2室2厅 南/北,西固区,西固城,西固区交警大队家属院,110.00㎡,南 北,2室2厅1卫,1300
12668,12668,整租·临洮街小区 2室1厅 东/南,西固区,西固城,临洮街小区,59.70㎡,东 南,2室1厅1卫,1200
12669,12669,整租·中鹏温馨花园 3室2厅 东/北,西固区,西固城,中鹏温馨花园,170.00㎡,东 北,3室2厅2卫,3500
12670,12670,整租·亚太名居 2室1厅 南,西固区,兰炼十字,亚太名居,60.71㎡,南,2室1厅1卫,1050
12671,12671,整租·华都天韵大厦 1室1厅 南,西固区,西固城,华都天韵大厦,138.00㎡,南,1室1厅1卫,3000
12672,12672,整租·甘肃省地矿局测绘家属院 2室1厅 南/北,西固区,天鹅湖,甘肃省地矿局测绘家属院,60.00㎡,南 北,2室1厅1卫,1300
12673,12673,整租·甘肃省商业学校家属院 2室1厅 南/北,西固区,深沟桥,甘肃省商业学校家属院,70.00㎡,南 北,2室1厅1卫,1800
12674,12674,整租·八街坊 2室1厅 东/西/北,西固区,兰炼十字,八街坊,80.00㎡,东 西 北,2室1厅1卫,1600
12675,12675,整租·西固区人民政府家属院 2室1厅 南/北,西固区,西固城,西固区人民政府家属院,73.00㎡,南 北,2室1厅1卫,1200
12676,12676,整租·南山小区 2室1厅 南,西固区,西固城,南山小区,43.00㎡,南,2室1厅1卫,1200
12677,12677,整租·西固花园 2室1厅 南/北,西固区,西固城,西固花园,90.00㎡,南 北,2室1厅1卫,1300
12678,12678,整租·三毛小区 2室0厅 东/西,西固区,兰炼十字,三毛小区,42.20㎡,东 西,2室0厅1卫,1000
12679,12679,整租·化工街小区西区 2室0厅 南/北,西固区,西固城,化工街小区西区,42.84㎡,南 北,2室0厅1卫,800
12680,12680,整租·化工街小区西区 1室1厅 南,西固区,西固城,化工街小区西区,38.00㎡,南,1室1厅1卫,500
12681,12681,整租·兰峰小区 2室1厅 南/北,西固区,西固城,兰峰小区,82.00㎡,南 北,2室1厅1卫,1100
12682,12682,整租·天庆国际新城 2室2厅 南/北,西固区,深沟桥,天庆国际新城,97.00㎡,南 北,2室2厅1卫,2300
12683,12683,整租·天庆国际新城 3室2厅 南/北,西固区,深沟桥,天庆国际新城,139.00㎡,南 北,3室2厅2卫,3400
12684,12684,整租·天庆国际新城 2室2厅 南,西固区,深沟桥,天庆国际新城,140.00㎡,南,2室2厅1卫,1000
12685,12685,整租·三姓庄路西固二院小区 2室1厅 南/北,西固区,西固城,三姓庄路西固二院小区,60.00㎡,南 北,2室1厅1卫,1500
12686,12686,整租·兰州制桶厂家属院 2室1厅 南/北,西固区,西固城,兰州制桶厂家属院,100.00㎡,南 北,2室1厅1卫,1400
12687,12687,整租·天庆国际新城 3室2厅 南/北,西固区,深沟桥,天庆国际新城,123.00㎡,南 北,3室2厅1卫,2700
12688,12688,整租·兰峰小区 2室1厅 南/北,西固区,西固城,兰峰小区,86.40㎡,南 北,2室1厅1卫,900
12689,12689,整租·三毛小区 2室1厅 南/北,西固区,兰炼十字,三毛小区,53.00㎡,南 北,2室1厅1卫,1100
12690,12690,整租·幸福小区 2室1厅 西,西固区,西固城,幸福小区,56.00㎡,西,2室1厅1卫,1200
12691,12691,整租·兰棉家属院 1室1厅 南/北,西固区,西固城,兰棉家属院,40.00㎡,南 北,1室1厅1卫,700
12692,12692,整租·红星社区 1室1厅 南,西固区,西固城,红星社区,47.00㎡,南,1室1厅1卫,1100
12693,12693,整租·厂前小区 2室1厅 南/北,西固区,兰炼十字,厂前小区,60.00㎡,南 北,2室1厅1卫,800
12694,12694,整租·西固人家 3室1厅 南,西固区,西固城,西固人家,86.00㎡,南,3室1厅1卫,2100
12695,12695,整租·兰铝二区 2室1厅 南/北,西固区,西固城,兰铝二区,63.66㎡,南 北,2室1厅1卫,1400
12696,12696,整租·百合苑 2室2厅 南/北,西固区,西固城,百合苑,100.86㎡,南 北,2室2厅1卫,2500
12697,12697,整租·幸福小区 2室0厅 南,西固区,西固城,幸福小区,51.00㎡,南,2室0厅1卫,1500
12698,12698,整租·兰化十七街区 2室1厅 东,西固区,西固城,兰化十七街区,50.00㎡,东,2室1厅1卫,1200
12699,12699,整租·南苑小区 2室1厅 西,西固区,西固城,南苑小区,50.58㎡,西,2室1厅1卫,800
12700,12700,整租·幸福小区 2室1厅 南/北,西固区,西固城,幸福小区,69.00㎡,南 北,2室1厅1卫,1600
12701,12701,整租·西固热电二区 3室1厅 南/北,西固区,西固城,西固热电二区,63.00㎡,南 北,3室1厅1卫,1200
12702,12702,整租·兰铝二区 2室1厅 南/北,西固区,西固城,兰铝二区,80.00㎡,南 北,2室1厅1卫,1600
12703,12703,整租·兰铝一区 2室1厅 南/北,西固区,西固城,兰铝一区,70.00㎡,南 北,2室1厅1卫,1300
12704,12704,整租·兰州石化有机厂街区兰高阀住宅楼 2室1厅 东/西,西固区,天鹅湖,兰州石化有机厂街区兰高阀住宅楼,49.20㎡,东 西,2室1厅1卫,1200
12705,12705,整租·南山小区 1室1厅 南/北,西固区,西固城,南山小区,35.00㎡,南 北,1室1厅1卫,1000
12706,12706,整租·天华设计院 3室1厅 南/北,西固区,西固城,天华设计院,54.80㎡,南 北,3室1厅1卫,1100
12707,12707,整租·西固区政府山丹街楼 2室2厅 南/北,西固区,西固城,西固区政府山丹街楼,85.00㎡,南 北,2室2厅1卫,1500
12708,12708,整租·幸福小区 2室1厅 西北,西固区,西固城,幸福小区,59.00㎡,西北,2室1厅1卫,1600
12709,12709,整租·五一小区 2室1厅 南/北,西固区,西固城,五一小区,65.00㎡,南 北,2室1厅1卫,1400
12710,12710,整租·兰峰小区 3室1厅 南/北,西固区,西固城,兰峰小区,62.00㎡,南 北,3室1厅1卫,1200
12711,12711,整租·田园雅居 1室1厅 南,西固区,兰炼十字,田园雅居,52.00㎡,南,1室1厅1卫,1200
12712,12712,整租·明生广场 2室2厅 南/西,西固区,西固城,明生广场,102.00㎡,南 西,2室2厅1卫,2200
12713,12713,整租·幸福小区 2室1厅 东/西,西固区,西固城,幸福小区,40.00㎡,东 西,2室1厅1卫,900
12714,12714,整租·德馨居 2室1厅 南/西北,西固区,天鹅湖,德馨居,83.27㎡,南 西北,2室1厅1卫,1500
12716,12716,整租·银泰逸翠园 2室2厅 西南,西固区,深沟桥,银泰逸翠园,94.00㎡,西南,2室2厅1卫,1600
12720,12720,整租·福临小区 2室1厅 南/北,西固区,西固城,福临小区,61.80㎡,南 北,2室1厅1卫,1700
12721,12721,整租·芙瑞国际 2室1厅 东/南,西固区,西固城,芙瑞国际,72.00㎡,东 南,2室1厅1卫,1600
12722,12722,整租·兰州石化小桥洞小区 1室1厅 南,西固区,天鹅湖,兰州石化小桥洞小区,47.00㎡,南,1室1厅1卫,1000
12725,12725,整租·福临小区 2室1厅 东,西固区,西固城,福临小区,64.00㎡,东,2室1厅1卫,900
12726,12726,整租·幸福小区 2室1厅 东/北,西固区,西固城,幸福小区,44.00㎡,东 北,2室1厅1卫,1100
12729,12729,整租·红星社区 2室1厅 南/北,西固区,西固城,红星社区,60.00㎡,南 北,2室1厅1卫,1200
12731,12731,整租·西固长锐花园 2室2厅 东/西,西固区,西固城,西固长锐花园,114.53㎡,东 西,2室2厅1卫,1600
12738,12738,整租·十五街区 2室1厅 南/北,西固区,西固城,十五街区,114.00㎡,南 北,2室1厅1卫,1600
12739,12739,整租·十五街区 1室1厅 南,西固区,西固城,十五街区,24.00㎡,南,1室1厅1卫,700
12740,12740,整租·西固热电二区 2室0厅 南/北,西固区,西固城,西固热电二区,47.36㎡,南 北,2室0厅1卫,900
12741,12741,整租·中天嘉苑 2室2厅 南/北,西固区,深沟桥,中天嘉苑,94.00㎡,南 北,2室2厅1卫,2300
12742,12742,整租·天憬缘 2室2厅 南/西,西固区,深沟桥,天憬缘,96.00㎡,南 西,2室2厅1卫,1600
12743,12743,整租·东城佳苑 2室2厅 南/北,西固区,深沟桥,东城佳苑,108.00㎡,南 北,2室2厅1卫,1700
12744,12744,整租·元件厂小区 3室0厅 南,西固区,天鹅湖,元件厂小区,47.00㎡,南,3室0厅1卫,650
12745,12745,整租·中鹏佳园 2室1厅 南/北,西固区,天鹅湖,中鹏佳园,85.00㎡,南 北,2室1厅1卫,1200
12746,12746,整租·鸿丰嘉园 2室2厅 南,西固区,天鹅湖,鸿丰嘉园,100.27㎡,南,2室2厅1卫,1500
12747,12747,整租·工农村北区 2室2厅 南/北,西固区,天鹅湖,工农村北区,80.00㎡,南 北,2室2厅1卫,1200
12749,12749,整租·兰西铁苑 2室2厅 南/北,西固区,西固城,兰西铁苑,100.00㎡,南 北,2室2厅1卫,1000
12750,12750,整租·西固花园小区 2室1厅 南,西固区,西固城,西固花园小区,97.90㎡,南,2室1厅1卫,1000
12751,12751,整租·五建西固小区西区 2室1厅 东/南,西固区,西固城,五建西固小区西区,81.55㎡,东 南,2室1厅1卫,1400
12752,12752,整租·宏达铝业 2室1厅 东/西,西固区,西固城,宏达铝业,86.00㎡,东 西,2室1厅1卫,800
12753,12753,整租·海亮熙岸华府 2室1厅 南/北,西固区,西固城,海亮熙岸华府,90.00㎡,南 北,2室1厅1卫,1500
12754,12754,整租·亚太新村 2室2厅 东南,西固区,西固城,亚太新村,95.79㎡,东南,2室2厅1卫,1600
12755,12755,整租·兰州高压阀门厂家属院 2室1厅 东/西,西固区,兰炼十字,兰州高压阀门厂家属院,89.37㎡,东 西,2室1厅1卫,1300
12756,12756,整租·塑包厂家属院 2室2厅 南,西固区,兰炼十字,塑包厂家属院,86.33㎡,南,2室2厅1卫,1300
12757,12757,整租·惠安佳苑 2室1厅 南/北,西固区,深沟桥,惠安佳苑,90.00㎡,南 北,2室1厅1卫,1500
12758,12758,整租·天庆国际新城 1室2厅 南/北,西固区,深沟桥,天庆国际新城,74.00㎡,南 北,1室2厅1卫,1680
12759,12759,整租·天庆国际新城 1室1厅 南,西固区,深沟桥,天庆国际新城,72.00㎡,南,1室1厅1卫,1800
12760,12760,整租·天庆国际新城 3室1厅 南/北,西固区,深沟桥,天庆国际新城,97.00㎡,南 北,3室1厅1卫,2500
12761,12761,整租·福利东路20附2号 2室1厅 南/北,西固区,深沟桥,福利东路20附2号,52.60㎡,南 北,2室1厅1卫,900
12762,12762,整租·橡胶厂家属院 2室2厅 北,西固区,天鹅湖,橡胶厂家属院,110.00㎡,北,2室2厅1卫,1700
12763,12763,整租·省建一安公司家属院 1室1厅 南/北,西固区,西固城,省建一安公司家属院,30.00㎡,南 北,1室1厅1卫,650
12764,12764,整租·化工街小区下招街区 2室1厅 南/北,西固区,西固城,化工街小区下招街区,62.00㎡,南 北,2室1厅1卫,1300
12765,12765,整租·西固巷152号 2室1厅 西,西固区,西固城,西固巷152号,75.08㎡,西,2室1厅1卫,800
12766,12766,整租·省建一安三分公司家属院 2室1厅 南/北,西固区,西固城,省建一安三分公司家属院,48.00㎡,南 北,2室1厅1卫,450
12767,12767,整租·西固区政府山丹街楼 3室0厅 南/北,西固区,西固城,西固区政府山丹街楼,55.00㎡,南 北,3室0厅1卫,1100
12771,12771,整租·南山小区 2室0厅 南/北,西固区,西固城,南山小区,55.00㎡,南 北,2室0厅1卫,1200
12772,12772,整租·南山小区 2室0厅 南/北,西固区,西固城,南山小区,44.00㎡,南 北,2室0厅1卫,900
12773,12773,整租·景荷小区 2室1厅 南/北,西固区,兰炼十字,景荷小区,115.00㎡,南 北,2室1厅1卫,1400
12774,12774,整租·厂前小区 2室1厅 南/北,西固区,兰炼十字,厂前小区,66.00㎡,南 北,2室1厅1卫,1000
12775,12775,整租·八街坊 2室1厅 东南,西固区,兰炼十字,八街坊,83.99㎡,东南,2室1厅1卫,1600
12776,12776,整租·厂前小区 2室1厅 南/北,西固区,兰炼十字,厂前小区,70.00㎡,南 北,2室1厅1卫,700
12777,12777,整租·厂前小区 2室1厅 东/西,西固区,兰炼十字,厂前小区,66.00㎡,东 西,2室1厅1卫,900
12778,12778,整租·天庆国际新城 2室2厅 南,西固区,深沟桥,天庆国际新城,95.00㎡,南,2室2厅1卫,2300
12779,12779,整租·天庆国际新城 3室2厅 南,西固区,深沟桥,天庆国际新城,124.00㎡,南,3室2厅2卫,2300
12780,12780,整租·天庆国际新城 2室2厅 南,西固区,深沟桥,天庆国际新城,89.00㎡,南,2室2厅1卫,2000
12781,12781,整租·银泰逸翠园 2室2厅 南,西固区,深沟桥,银泰逸翠园,107.50㎡,南,2室2厅1卫,1900
12782,12782,整租·天庆国际新城 1室2厅 南,西固区,深沟桥,天庆国际新城,75.00㎡,南,1室2厅1卫,2200
12783,12783,整租·容丰小区 3室2厅 南/北,西固区,深沟桥,容丰小区,117.00㎡,南 北,3室2厅1卫,1700
12784,12784,整租·银信嘉园 2室1厅 南/北,西固区,深沟桥,银信嘉园,102.43㎡,南 北,2室1厅1卫,1200
12785,12785,整租·鸿丰嘉园 2室1厅 东/南,西固区,天鹅湖,鸿丰嘉园,97.00㎡,东 南,2室1厅1卫,1500
12786,12786,整租·天鹅湖小区西区 2室0厅 南,西固区,天鹅湖,天鹅湖小区西区,53.00㎡,南,2室0厅1卫,800
12787,12787,整租·兰州石化小桥洞小区 3室1厅 南,西固区,天鹅湖,兰州石化小桥洞小区,80.00㎡,南,3室1厅1卫,1000
12788,12788,整租·兰水小区 2室1厅 南/北,西固区,天鹅湖,兰水小区,44.00㎡,南 北,2室1厅1卫,700
12789,12789,整租·宏达铝业 2室1厅 东/西,西固区,西固城,宏达铝业,80.00㎡,东 西,2室1厅1卫,800
12790,12790,整租·雅新小区 2室1厅 南/北,西固区,西固城,雅新小区,87.00㎡,南 北,2室1厅1卫,900
12791,12791,整租·市政家属院（西固西路） 2室2厅 东/北,西固区,西固城,市政家属院（西固西路）,104.06㎡,东 北,2室2厅1卫,1100
12792,12792,整租·西固热电小区 2室2厅 南/北,西固区,西固城,西固热电小区,76.00㎡,南 北,2室2厅1卫,1500
12793,12793,整租·厂前小区 1室2厅 南/北,西固区,兰炼十字,厂前小区,80.00㎡,南 北,1室2厅1卫,1000
12794,12794,整租·厂前小区 2室1厅 南/北,西固区,兰炼十字,厂前小区,68.00㎡,南 北,2室1厅1卫,900
12795,12795,整租·一安中路小区 2室1厅 南,西固区,兰炼十字,一安中路小区,53.00㎡,南,2室1厅1卫,800
12796,12796,整租·天庆国际新城 3室1厅 南/北,西固区,深沟桥,天庆国际新城,101.00㎡,南 北,3室1厅1卫,2500
12797,12797,整租·天庆国际新城 2室2厅 南,西固区,深沟桥,天庆国际新城,86.00㎡,南,2室2厅1卫,2200
12798,12798,整租·银泰逸翠园 2室2厅 南/北,西固区,深沟桥,银泰逸翠园,107.00㎡,南 北,2室2厅1卫,1800
12799,12799,整租·天庆国际新城 4室2厅 南/北,西固区,深沟桥,天庆国际新城,161.00㎡,南 北,4室2厅2卫,3500
12800,12800,整租·东城佳苑 2室1厅 东/西,西固区,深沟桥,东城佳苑,107.00㎡,东 西,2室1厅1卫,1800
12801,12801,整租·辰光小区 2室1厅 东/西,西固区,西固城,辰光小区,70.00㎡,东 西,2室1厅1卫,1500
12802,12802,整租·工交局家属院 2室1厅 南/北,西固区,西固城,工交局家属院,84.23㎡,南 北,2室1厅1卫,1200
12803,12803,整租·三毛小区 2室2厅 南/北,西固区,兰炼十字,三毛小区,81.63㎡,南 北,2室2厅1卫,1650
12804,12804,整租·新陇城市广场 2室2厅 南,西固区,西固城,新陇城市广场,105.00㎡,南,2室2厅1卫,1600
12805,12805,整租·服务公司家属院 2室0厅 南,西固区,西固城,服务公司家属院,50.00㎡,南,2室0厅1卫,900
12806,12806,整租·西固热电二区 1室1厅 南,西固区,西固城,西固热电二区,40.00㎡,南,1室1厅1卫,900
12807,12807,整租·北站小区 1室1厅 南/北,西固区,西固城,北站小区,20.00㎡,南 北,1室1厅1卫,500
12808,12808,整租·临洮街小区 3室1厅 东南,西固区,西固城,临洮街小区,75.00㎡,东南,3室1厅1卫,1200
12809,12809,整租·西固中路食品厂家属院 2室1厅 南/北,西固区,西固城,西固中路食品厂家属院,52.00㎡,南 北,2室1厅1卫,800
12810,12810,整租·五建西固小区西区 2室2厅 东/西,西固区,西固城,五建西固小区西区,89.00㎡,东 西,2室2厅1卫,1300
12811,12811,整租·25号街区 2室1厅 南/北,西固区,西固城,25号街区,46.00㎡,南 北,2室1厅1卫,1100
12812,12812,整租·三毛小区 1室1厅 南,西固区,兰炼十字,三毛小区,50.00㎡,南,1室1厅1卫,800
12813,12813,整租·蓝馨花园 2室2厅 南/北,西固区,西固城,蓝馨花园,117.00㎡,南 北,2室2厅1卫,2300
12814,12814,整租·临洮街小区 2室1厅 东南,西固区,西固城,临洮街小区,68.00㎡,东南,2室1厅1卫,1000
12815,12815,整租·怡安小区(西固区) 2室0厅 南/北,西固区,西固城,怡安小区(西固区),43.00㎡,南 北,2室0厅1卫,1000
12816,12816,整租·兰化十七街区 2室1厅 南/北,西固区,西固城,兰化十七街区,58.45㎡,南 北,2室1厅1卫,1400
12817,12817,整租·怡安小区(西固区) 2室1厅 南/北,西固区,西固城,怡安小区(西固区),107.00㎡,南 北,2室1厅1卫,1500
12818,12818,整租·十五街区 2室1厅 南/北,西固区,西固城,十五街区,42.84㎡,南 北,2室1厅1卫,900
12819,12819,整租·22号街区 2室1厅 东/西,西固区,天鹅湖,22号街区,48.96㎡,东 西,2室1厅1卫,1300
12820,12820,整租·临洮街小区 2室1厅 东,西固区,西固城,临洮街小区,65.00㎡,东,2室1厅1卫,1200
12821,12821,整租·丽景家园 2室1厅 南/北,西固区,西固城,丽景家园,90.71㎡,南 北,2室1厅1卫,1900
12822,12822,整租·墨居苑小区 2室2厅 南,西固区,西固城,墨居苑小区,90.00㎡,南,2室2厅1卫,1400
12823,12823,整租·工农村北区 3室1厅 南/北,西固区,天鹅湖,工农村北区,70.00㎡,南 北,3室1厅1卫,1200
12824,12824,整租·兰铝二区 1室1厅 南,西固区,西固城,兰铝二区,45.00㎡,南,1室1厅1卫,800
12825,12825,整租·东苑小区 2室1厅 南/北,西固区,西固城,东苑小区,57.00㎡,南 北,2室1厅1卫,1500
12826,12826,整租·方新雅苑 2室1厅 南,西固区,兰炼十字,方新雅苑,76.00㎡,南,2室1厅1卫,1300
12827,12827,整租·南山小区 2室1厅 南/北,西固区,西固城,南山小区,48.00㎡,南 北,2室1厅1卫,1000
12828,12828,整租·安厦家园 2室2厅 北,西固区,西固城,安厦家园,80.00㎡,北,2室2厅1卫,1450
12829,12829,整租·兰高嘉苑 2室1厅 南,西固区,西固城,兰高嘉苑,79.50㎡,南,2室1厅1卫,1100
12830,12830,整租·兰高嘉苑 3室1厅 南/北,西固区,西固城,兰高嘉苑,117.00㎡,南 北,3室1厅1卫,1300
12831,12831,整租·蛋品库甲区 2室1厅 东/西,西固区,西固城,蛋品库甲区,54.09㎡,东 西,2室1厅1卫,800
12832,12832,整租·中石化五建公司家属院 1室1厅 东/西,西固区,西固城,中石化五建公司家属院,41.31㎡,东 西,1室1厅1卫,750
12833,12833,整租·兰州石化十五中街区 2室1厅 东/西,西固区,西固城,兰州石化十五中街区,57.00㎡,东 西,2室1厅1卫,900
12834,12834,整租·丽景家园 2室1厅 南/北,西固区,西固城,丽景家园,87.00㎡,南 北,2室1厅1卫,1500
12835,12835,整租·银泰逸翠园 2室2厅 南,西固区,深沟桥,银泰逸翠园,80.00㎡,南,2室2厅1卫,2200
12836,12836,整租·西固区地税局家属院 2室1厅 南/北,西固区,西固城,西固区地税局家属院,130.00㎡,南 北,2室1厅2卫,2200
12837,12837,整租·五建西固小区西区 2室1厅 南/西,西固区,西固城,五建西固小区西区,65.00㎡,南 西,2室1厅1卫,1400
12838,12838,整租·西固人家 3室2厅 南/北,西固区,西固城,西固人家,123.47㎡,南 北,3室2厅1卫,2900
12839,12839,整租·悦欣小区老头铺 1室1厅 东/西,西固区,西固城,悦欣小区老头铺,37.00㎡,东 西,1室1厅1卫,1100
12840,12840,整租·宏利西固新城 2室1厅 南/北,西固区,西固城,宏利西固新城,110.00㎡,南 北,2室1厅1卫,2000
12841,12841,整租·兰铝一区 2室1厅 东/西,西固区,西固城,兰铝一区,75.00㎡,东 西,2室1厅1卫,1600
12842,12842,整租·西部市场商住楼 2室2厅 东南,西固区,西固城,西部市场商住楼,86.74㎡,东南,2室2厅1卫,1400
12843,12843,整租·西固二小教工楼 2室2厅 南/北,西固区,西固城,西固二小教工楼,76.00㎡,南 北,2室2厅1卫,1500
12844,12844,整租·一安中路小区 2室1厅 南/北,西固区,兰炼十字,一安中路小区,50.00㎡,南 北,2室1厅1卫,1150
12847,12847,整租·南山小区 1室1厅 南/北,西固区,西固城,南山小区,30.00㎡,南 北,1室1厅1卫,800
12848,12848,整租·兰西铁苑 2室2厅 南/北,西固区,西固城,兰西铁苑,90.00㎡,南 北,2室2厅2卫,2000
12849,12849,整租·悦福小区 2室1厅 东北,西固区,天鹅湖,悦福小区,70.00㎡,东北,2室1厅1卫,1300
12850,12850,整租·悦福小区 3室2厅 东/西,西固区,天鹅湖,悦福小区,120.00㎡,东 西,3室2厅1卫,2400
12851,12851,整租·经纬城 2室2厅 南/北,西固区,西固城,经纬城,102.01㎡,南 北,2室2厅1卫,1800
12852,12852,整租·区委小区 1室1厅 南/北,西固区,西固城,区委小区,40.00㎡,南 北,1室1厅1卫,700
